index,street_name,area,city,price,size,type,date,lat,lng,alt
7,Hagagatan 15B,Haga,Norrköping,1200000.0,76.0,Lägenhet,2025-05-29,58.5974508,16.1571126,0.0
8,Båtyxevägen 25,Gunnesbo,Lund,5100000.0,113.0,Kedjehus,2025-05-29,55.7279634,13.1577845,0.0
9,Pilgången 24,Kölnans Fritidsby,Malmö,560000.0,58.5,Fritidshus,2025-05-29,55.604981,13.003822,0.0
10,Karlsborgsvägen 6,Hammarbyhöjden,Stockholm,3000000.0,41.0,Lägenhet,2025-05-29,59.2969053,18.1140361,0.0
11,Fatabursvägen 9B,Skälby,Kalmar,675000.0,31.5,Lägenhet,2025-05-29,56.68466249999999,16.3408056,0.0
12,Stora Nygatan 30,Centrum,Malmö,3950000.0,66.0,Lägenhet,2025-05-29,55.6038886,13.0067566,0.0
13,Hässelby 7,Rytterne,Västerås,3500000.0,120.0,Villa,2025-05-29,59.6039738,16.6233364,0.0
14,Lundagatan 40B,Södermalm,Stockholm,2995000.0,36.0,Lägenhet,2025-05-29,59.31875059999999,18.0453513,0.0
15,Rörstrandsgatan 32,Vasastan,Stockholm,15200000.0,111.0,Lägenhet,2025-05-29,59.3409497,18.0295771,0.0
16,Harry Martinsons Stig 22,Silverdal,Sollentuna,12800000.0,166.5,Villa,2025-05-29,59.40303350000001,17.9877538,0.0
17,Fredriksbergsvägen 4,Vaxön,Vaxholm,4000000.0,87.0,Lägenhet,2025-05-29,59.4023824,18.3275058,0.0
18,Lukasvägen 28,Vik,Simrishamn,2050000.0,230.0,Villa,2025-05-29,55.6169934,14.2743168,0.0
19,Markgärdet 109,Norrköping,,1760000.0,38.0,Villa,2025-05-29,58.53272759999999,16.1969057,0.0
20,Merkuriusvägen 39C,Gräshagen,Jönköping,1650000.0,64.8,Lägenhet,2025-05-29,57.7648328,14.134297,0.0
21,Fridhemsgatan 64A,Kungsholmen,Stockholm,7000000.0,90.9,Lägenhet,2025-05-29,59.3361152,18.0324805,0.0
22,Gryta-Säby 5,Enköping,,7555000.0,229.0,Gård,2025-05-29,59.7440089,17.3785179,0.0
23,Munkebacksvägen 7,Onsala,Kungsbacka,5050000.0,132.0,Villa,2025-05-29,57.42783959999999,11.9380689,0.0
24,Kungsvägen 16,Norrliden,Sundsvall,1300000.0,61.0,Lägenhet,2025-05-29,62.39915029999999,17.31845,0.0
25,Kungsgatan 93E,Kungsängen,Uppsala,1900000.0,36.0,Lägenhet,2025-05-29,59.8511699,17.6566443,0.0
26,Flottiljvägen 8,Näsbypark,Täby,13900000.0,270.0,Villa,2025-05-29,59.43005029999999,18.0827012,0.0
27,Vänortsgatan 132,Ekeby,Uppsala,2430000.0,63.0,Lägenhet,2025-05-29,59.8485086,17.6037174,0.0
28,Järsberg Holmtorp,Kristinehamn,,2550000.0,161.0,Villa,2025-05-29,59.283333,14.133333,0.0
29,Rixövägen 60,Rixö,Lysekil,2400000.0,109.0,Villa,2025-05-29,58.36591660000001,11.4562077,0.0
30,Djuplyckevägen 2,Dansby,Motala,1600000.0,75.0,Villa,2025-05-29,58.64014239999999,14.9934814,0.0
31,Klockargatan 10A,Klockartorpet,Västerås,1250000.0,77.0,Lägenhet,2025-05-29,59.6123683,16.581199,0.0
32,Släggkastargatan 5,Rönnby,Västerås,1165000.0,77.8,Lägenhet,2025-05-29,59.6482433,16.5091912,0.0
0,Klockargatan 10A,Klockartorpet,Västerås,1250000.0,77.0,Lägenhet,2025-05-29,59.6123683,16.581199,0.0
1,Släggkastargatan 5,Rönnby,Västerås,1165000.0,77.8,Lägenhet,2025-05-29,59.6482433,16.5091912,0.0
2,Munkaboda 268,Munkaboda,Lindesberg,1550000.0,68.0,Fritidshus,2025-05-29,59.5028782,15.3355226,0.0
3,Harplingegränd 96,Östberga,Stockholm,2050000.0,83.0,Lägenhet,2025-05-29,59.2871529,18.0372782,0.0
4,Fåsjöstrand 153,Nora,,1625000.0,78.0,Fritidshus,2025-05-29,59.6097137,14.926529,0.0
5,Kärrstigen 13,Markaryd,,780000.0,112.0,Lägenhet,2025-05-29,59.4385298,18.0948287,0.0
6,Ydrefors 315,Gullringen,Vimmerby,300000.0,45.0,Villa,2025-05-29,57.78776000000001,15.5465441,0.0
7,Ingeborgsby 34,Knutby,Uppsala,1000000.0,54.0,Fritidshus,2025-05-29,59.84145820000001,18.2269683,0.0
8,Platanvägen 2,Flyinge,Eslöv,3200000.0,146.0,Villa,2025-05-29,55.75704409999999,13.3705458,0.0
9,Åbolidsringen 102,Åbolid,Jönköping,5000000.0,122.0,Villa,2025-05-29,57.8054882,14.1472757,0.0
10,Södra Gröndalsvägen 4,Loftahammar,Västervik,1700000.0,51.0,Fritidshus,2025-05-29,57.89328700000001,16.683058,0.0
11,Sanatoriegatan 29A,Centrum,Göteborg,2300000.0,35.0,Lägenhet,2025-05-29,57.7133398,12.0290657,0.0
12,Norr Mälarstrand 96,Kungsholmen,Stockholm,15800000.0,117.0,Lägenhet,2025-05-29,59.33023780000001,18.0254756,0.0
13,Möllevångsgatan 27B,Triangeln,Malmö,1395000.0,28.0,Lägenhet,2025-05-29,55.59327649999999,13.0046536,0.0
14,Alfhemsgatan 1B,Linné,Göteborg,4845000.0,64.5,Lägenhet,2025-05-29,57.69231629999999,11.949903,0.0
15,Holbergsgatan 125,Bromma,Stockholm,3800000.0,69.0,Lägenhet,2025-05-29,59.3440156,17.8855079,0.0
16,Stationsgatan 14,Huskvarna,Jönköping,4320000.0,227.0,Villa,2025-05-29,57.7354384,14.1216023,0.0
17,John Ericssonsgatan 7,Kungsholmen,Stockholm,4625000.0,43.0,Lägenhet,2025-05-29,59.32841020000001,18.0368432,0.0
18,Kebnekaisevägen 2,Bromma,Stockholm,5700000.0,77.0,Lägenhet,2025-05-29,59.3387109,17.9774947,0.0
19,Solarvsplan 26,Askim,Göteborg,3550000.0,107.0,Lägenhet,2025-05-29,57.63135189999999,11.9343095,0.0
20,Sofiehemsvägen 58,Sofiehem,Umeå,1930000.0,70.2,Lägenhet,2025-05-29,63.80609500000001,20.3020765,0.0
21,Risbacka Södra 3,Risbacka,Härryda,2750000.0,85.0,Villa,2025-05-29,57.6475699,12.3569815,0.0
22,Enebymovägen 9B,Haga,Norrköping,1250000.0,75.0,Lägenhet,2025-05-29,58.598631,16.1564296,0.0
23,Köpmangatan 46C,Östersund Centrum,Östersund,1150000.0,37.0,Lägenhet,2025-05-29,63.17552209999999,14.6338353,0.0
24,Purpurgatan 57,Västra Frölunda,Göteborg,5350000.0,122.0,Villa,2025-05-29,57.6290465,11.8975371,0.0
25,Myntgatan 5,Torpa,Jönköping,2000000.0,72.0,Lägenhet,2025-05-29,57.77723109999999,14.1570052,0.0
26,Solsundavägen 31,Skuru,Nacka,12500000.0,183.0,Parhus,2025-05-29,59.3161124,18.2203741,0.0
27,Einar Hansens Esplanad 71,Västra Hamnen,Malmö,7200000.0,126.0,Lägenhet,2025-05-29,55.616608,12.980513,0.0
28,Kristineberg 33,Bestorp,Linköping,2350000.0,63.0,Fritidshus,2025-05-29,58.2077792,15.733794,0.0
29,Lumsheden 242,Lumsheden,Falun,700000.0,241.0,Villa,2025-05-29,60.7124278,16.2409767,0.0
30,Klorofyllgången 9,Åkeshall,Ystad,2150000.0,114.0,Lägenhet,2025-05-29,55.43764729999999,13.7974771,0.0
31,Lingongatan 76,Bärgatorna,Lomma,5070000.0,208.0,Villa,2025-05-29,55.6664494,13.0919761,0.0
32,Reimersholmsgatan 65,Reimersholme,Stockholm,8925000.0,84.5,Lägenhet,2025-05-29,59.3175733,18.0207775,0.0
33,Rosengatan 8,Centrala,Sundbyberg,3040000.0,34.0,Lägenhet,2025-05-29,59.3627539,17.9721357,0.0
0,Ekängsvägen 25,Ekängen,Linköping,5310000.0,127.0,Villa,2025-05-29,58.46479730000001,15.6373332,0.0
1,Östervägen 38,Råsunda,Solna,5400000.0,74.0,Lägenhet,2025-05-29,59.36826309999999,17.9948066,0.0
2,Trädgårdsvägen 144,Töjnan,Sollentuna,4500000.0,126.0,Radhus,2025-05-29,59.428459,17.9269348,0.0
3,Möllegatan 6B,Skåne,Svalöv,555000.0,75.0,Lägenhet,2025-05-29,55.9142278,13.1047715,0.0
4,Stafettgatan 2C,Nya Staden,Lidköping,1750000.0,148.0,Radhus,2025-05-29,58.4986028,13.1409156,0.0
5,Brogatan 17,Norrfjärden,Piteå,3400000.0,176.0,Villa,2025-05-29,65.41823459999999,21.4894654,0.0
6,Ristvägen 6,Valsätra,Uppsala,7650000.0,292.0,Villa,2025-05-29,59.82270080000001,17.6294011,0.0
7,Skebokvarnsvägen 8,Bandhagen,Stockholm,2600000.0,59.0,Lägenhet,2025-05-29,59.27260589999999,18.0438582,0.0
8,Björnståhlsgatan 12,Hammarbyhöjden,Stockholm,4495000.0,59.0,Lägenhet,2025-05-29,59.29731280000001,18.094828,0.0
9,Värmlandsgatan 19,Linné,Göteborg,3050000.0,54.0,Lägenhet,2025-05-29,57.6984471,11.9464877,0.0
10,Jacoby väg 5B,Strandbaden,Höganäs,5000000.0,146.0,Villa,2025-05-29,56.2261128,12.5484029,0.0
11,Grubbensringen 3,Kungsholmen,Stockholm,8200000.0,89.0,Lägenhet,2025-05-29,59.3336934,18.0415441,0.0
12,Ormbergsvägen 20,Gröndal,Stockholm,8250000.0,84.0,Lägenhet,2025-05-29,59.3174758,18.0079627,0.0
13,Kråkeröd 102,Kråkeröd,Uddevalla,2200000.0,137.0,Villa,2025-05-29,58.41017770000001,11.7401197,0.0
14,Sturegatan 4B,Främre Luthagen,Uppsala,2600000.0,49.0,Lägenhet,2025-05-29,59.8616394,17.6286833,0.0
15,Timotejvägen 12,Nordmaling,,1215000.0,106.0,Villa,2025-05-29,59.27700739999999,15.1930075,0.0
16,Silverskattsvägen 29,Täljö,Österåker,3650000.0,92.0,Radhus,2025-05-29,59.4675416,18.2684862,0.0
17,Repslagaregatan 34,Centrum,Linköping,3150000.0,107.0,Lägenhet,2025-05-29,58.4069302,15.6280857,0.0
18,Jungfrudansen 56,Huvudsta,Solna,4090000.0,78.0,Lägenhet,2025-05-29,59.34958940000001,17.9803067,0.0
19,Rörverksgatan 120,Bäckby,Västerås,2050000.0,126.0,Villa,2025-05-29,59.6052805,16.4666906,0.0
20,Lågbol 110,Lågbol,Uppsala,1500000.0,55.0,Fritidshus,2025-05-29,60.0226778,18.4009498,0.0
21,Skår Lillestorp,Skaraborg,Falköping,400000.0,50.0,Villa,2025-05-29,58.1898008,13.3906203,0.0
22,Tjärnberget 145,Stöde,Sundsvall,1080000.0,90.0,Villa,2025-05-29,62.3920028,16.5411485,0.0
23,Knosterstigen 11C,Färingsö Stenhamra,Ekerö,5950000.0,180.0,Villa,2025-05-29,59.341857,17.6727343,0.0
24,Grönlundsvägen 68,Gottröra,Norrtälje,695000.0,48.0,Fritidshus,2025-05-29,59.7887986,18.1233688,0.0
25,Ljungströmsvägen 5B,Nya Staden,Lidköping,3175000.0,212.0,Radhus,2025-05-29,58.50709059999999,13.1382838,0.0
26,Möckelvägen 34,Årsta,Stockholm,2500000.0,42.0,Lägenhet,2025-05-29,59.2939313,18.0636241,0.0
27,Varvsgatan 3,Centrum,Kristinehamn,2300000.0,312.0,Villa,2025-05-29,59.3079292,14.0993509,0.0
28,Trollskuruvägen 6,Vikarbyn,Rättvik,2300000.0,132.0,Villa,2025-05-29,60.9177375,15.0406079,0.0
29,Torsvikssvängen 29,Torsvik,Lidingö,2695000.0,38.5,Lägenhet,2025-05-29,59.36560759999999,18.1201633,0.0
30,Unamans väg 48,Kampen,Växjö,1950000.0,85.0,Lägenhet,2025-05-29,56.8689525,14.8166426,0.0
31,Hökvägen 2,Haverdal,Halmstad,4050000.0,153.0,Villa,2025-05-29,56.72381499999999,12.6715294,0.0
32,Scheelevägen 5E,Tuna,Lund,2960000.0,82.0,Lägenhet,2025-05-29,55.71082029999999,13.2178468,0.0
33,Johan Richters gata 17,Jakobsberg,Karlstad,2450000.0,83.0,Lägenhet,2025-05-29,59.3640638,13.4752641,0.0
34,Ullebergsvägen 10,Ulleberg,Karlstad,3050000.0,150.0,Lägenhet,2025-05-29,59.3783091,13.4967921,0.0
0,Johan Richters gata 17,Jakobsberg,Karlstad,2450000.0,83.0,Lägenhet,2025-05-29,59.3640638,13.4752641,0.0
1,Ullebergsvägen 10,Ulleberg,Karlstad,3050000.0,150.0,Lägenhet,2025-05-29,59.3783091,13.4967921,0.0
2,Fredsgatan 32,Södermalm,Sundsvall,1800000.0,77.7,Lägenhet,2025-05-29,62.3825515,17.3008954,0.0
3,Storhöjdsgatan 15,Strömmensberg,Göteborg,1800000.0,37.0,Lägenhet,2025-05-29,57.7195015,12.0158834,0.0
4,Skrittgatan 4D,Åby,Mölndal,2450000.0,78.0,Lägenhet,2025-05-29,57.6460908,12.0085177,0.0
5,Bangatan 10C,Majorna,Göteborg,3790000.0,72.0,Lägenhet,2025-05-29,57.69754409999999,11.9355122,0.0
6,Vapengatan 14,Aspudden,Stockholm,3770000.0,44.0,Lägenhet,2025-05-29,59.30637549999999,17.9959549,0.0
7,Tågarp 134,Tågarp,Falkenberg,3400000.0,255.0,Villa,2025-05-29,56.9470664,12.6094414,0.0
8,Bengtsviken 140,Ed Bengtsviken,Dals-Ed,500000.0,50.0,Fritidshus,2025-05-29,59.02778829999999,11.9190548,0.0
9,Allhelgonagatan 15,Södermalm,Stockholm,6150000.0,57.0,Lägenhet,2025-05-29,59.30995109999999,18.0744717,0.0
10,Nordostpassagen 53,Linnéstaden,Göteborg,2550000.0,39.0,Lägenhet,2025-05-29,57.69325279999999,11.9472182,0.0
11,Småbåtsgatan 8C,Centrum,Luleå,3100000.0,94.0,Lägenhet,2025-05-29,65.5800436,22.1660092,0.0
12,Maria Prästgårdsgata 19,Mariatorget,Stockholm,5860000.0,60.0,Lägenhet,2025-05-29,59.3158763,18.0622204,0.0
13,John Erikssonsgatan 60,Torpa,Jönköping,4800000.0,225.0,Villa,2025-05-29,57.76771839999999,14.1466079,0.0
14,Snickerigatan 10,Telefonplan,Stockholm,5100000.0,67.0,Lägenhet,2025-05-29,59.29934369999999,17.9889164,0.0
15,Sätunavägen 16D,Sätuna,Sigtuna,1800000.0,70.5,Lägenhet,2025-05-29,59.62933520000001,17.8550141,0.0
16,Geijersgatan 17B,Luthagen,Uppsala,2900000.0,60.0,Lägenhet,2025-05-29,59.8629613,17.6215363,0.0
17,Ynglingagatan 5,Vasastan,Stockholm,6400000.0,70.0,Lägenhet,2025-05-29,59.3493418,18.0492188,0.0
18,Lottas väg 14,Hjärup,Staffanstorp,4000000.0,162.0,Villa,2025-05-29,55.6714591,13.13672,0.0
19,Uppvallen Björnen 3,Lofsdalen,Härjedalen,3200000.0,64.0,Fritidshus,2025-05-29,62.12312549999999,13.2354069,0.0
20,Hertig Karls Allé 7,Vasastan,Örebro,2825000.0,95.0,Lägenhet,2025-05-29,59.2732085,15.2002476,0.0
21,Tellusborgsvägen 108,Telefonplan,Stockholm,5595000.0,86.5,Lägenhet,2025-05-29,59.29676999999999,18.0003103,0.0
22,Högerudsgatan 29A,Limhamn,Malmö,3775000.0,102.0,Lägenhet,2025-05-29,55.5866692,12.9391626,0.0
23,Gärdesvägen 35,Trollbäcken,Tyresö,2450000.0,54.5,Lägenhet,2025-05-29,59.22178529999999,18.1962733,0.0
24,Vitsippsvägen 13,Norra Rörvik,Norrtälje,3350000.0,62.0,Fritidshus,2025-05-29,59.7595841,18.7013584,0.0
25,Björken 39,Bälinge,Uppsala,4050000.0,223.0,Villa,2025-05-29,59.9698106,17.5213034,0.0
26,Turistvägen 56D,Järvsö,Ljusdal,1450000.0,73.0,Lägenhet,2025-05-29,61.7154912,16.16993,0.0
27,Sjöjungfrugatan 3A,Öster Mälarstrand,Västerås,3100000.0,82.0,Lägenhet,2025-05-29,59.6050869,16.5696993,0.0
28,Sparvstigen 24,Furulund,Trollhättan,2350000.0,119.0,Parhus,2025-05-29,58.2911331,12.3313844,0.0
29,Blomstervägen 11,Kullavik,Kungsbacka,12575000.0,354.0,Villa,2025-05-29,57.5357418,11.945431,0.0
30,Nybrogatan 57,Östermalm,Stockholm,8200000.0,57.0,Lägenhet,2025-05-29,59.3381388,18.0797673,0.0
31,Skolgatan 10B,Centrum,Nässjö,750000.0,61.0,Lägenhet,2025-05-29,57.6515836,14.7008117,0.0
32,Sveaplatsen 2,Haverdal,Halmstad,1850000.0,47.0,Fritidshus,2025-05-29,56.7213311,12.6737457,0.0
0,Stallgatan 3A,Centrum,Upplands Väsby,1550000.0,55.0,Lägenhet,2025-05-29,59.5131744,17.9113046,0.0
1,Lindvägen 28A,Grängesberg Öraberget,Ludvika,150000.0,55.5,Lägenhet,2025-05-29,60.0759292,15.0109657,0.0
2,Ebbe Lieberathsgatan 29B,Krokslätt,Göteborg,2595000.0,46.0,Lägenhet,2025-05-29,57.6774012,12.0017174,0.0
3,Eslövsgatan 2A,Sankt Knut,Malmö,1675000.0,49.0,Lägenhet,2025-05-29,55.5944353,13.0192816,0.0
4,Lidköpingsvägen 17,Hammarbyhöjden,Stockholm,2495000.0,42.0,Lägenhet,2025-05-29,59.29236900000001,18.0970261,0.0
5,Drivhusvägen 26,Ekedal,Hässleholm,2100000.0,190.0,Villa,2025-05-29,56.1665264,13.7843159,0.0
6,Björstorpsvägen 31,Skaraborg,Tidaholm,2300000.0,203.0,Villa,2025-05-29,58.174622,13.966978,0.0
7,Skånegatan 16A,Eneborg,Helsingborg,1250000.0,59.5,Lägenhet,2025-05-29,56.0445936,12.709705,0.0
8,Eriksgatan 8,Centralt,Höör,2125000.0,93.0,Villa,2025-05-29,55.9345045,13.5440637,0.0
9,Garviksvägen 11,Rossö,Strömstad,2900000.0,55.0,Fritidshus,2025-05-29,58.8519763,11.1645016,0.0
10,Högomsvägen 32,Granlo,Sundsvall,900000.0,56.0,Lägenhet,2025-05-29,62.40351080000001,17.2497046,0.0
11,Österby 80,Gustafs,Säter,2370000.0,103.0,Villa,2025-05-29,60.3990924,15.7088873,0.0
12,Varpebacken 12,Heestrand,Tanum,5700000.0,195.0,Fritidshus,2025-05-29,58.52380309999999,11.270926,0.0
13,Långåkern 13,Sävedalen,Partille,2600000.0,82.5,Lägenhet,2025-05-29,57.72018010000001,12.0751913,0.0
14,Dianavägen 2,Ljungsbro,Linköping,6200000.0,211.0,Villa,2025-05-29,58.5048152,15.4968357,0.0
15,Karlsdalsallén 61,Sörbyängen,Örebro,2125000.0,76.5,Lägenhet,2025-05-29,59.2518019,15.2218235,0.0
16,Essinge Brogata 5,Lilla Essingen,Stockholm,2350000.0,24.0,Lägenhet,2025-05-29,59.32521060000001,18.00828,0.0
17,Fjällnäsvägen 6,Tänndalen,Härjedalen,3175000.0,70.0,Fritidshus,2025-05-29,62.5795147,12.2134063,0.0
18,Drottninggatan 3D,Centrala Norrtälje,Norrtälje,3200000.0,93.0,Lägenhet,2025-05-29,59.75773760000001,18.6942766,0.0
19,Larsbodavägen 50,Farsta,Stockholm,3350000.0,131.0,Lägenhet,2025-05-29,59.2440234,18.0956029,0.0
20,Stora Varvsgatan 43,Västra Hamnen,Malmö,5250000.0,95.0,Lägenhet,2025-05-29,55.6103792,12.9785996,0.0
21,Nordsjön 202,Mölnlycke,Härryda,5350000.0,66.0,Fritidshus,2025-05-29,57.6295361,12.2076581,0.0
22,Slottsskogsgatan 69,Kungsladugård,Göteborg,2350000.0,30.0,Lägenhet,2025-05-29,57.68552759999999,11.9277353,0.0
23,Ställargatan 4,Bjällersta,Eskilstuna,2850000.0,125.0,Villa,2025-05-29,59.42318330000001,16.4551114,0.0
24,Luxgatan 21,Lilla Essingen,Stockholm,3175000.0,44.0,Lägenhet,2025-05-29,59.32340779999999,18.0057759,0.0
25,Varvsgatan 57B,Centrum,Luleå,1500000.0,55.0,Lägenhet,2025-05-29,65.5818175,22.1563725,0.0
26,Stopvägen 61,Bromma,Stockholm,2495000.0,42.0,Lägenhet,2025-05-29,59.336271,17.944307,0.0
27,Höglandet Harrvägen 24,Lofsdalen,Härjedalen,5300000.0,110.0,Fritidshus,2025-05-29,62.1278501,13.2738577,0.0
28,Gribbylundsvägen 58A,Gribbylund,Täby,1800000.0,65.0,Lägenhet,2025-05-29,59.4419,18.0703299,0.0
29,Myrvägen 45B,Svärtinge,Norrköping,4775000.0,147.0,Villa,2025-05-29,59.2638576,17.9839213,0.0
30,Lövvägen 4,Hammar,Askersund,1425000.0,90.0,Villa,2025-05-29,58.7909398,14.9857365,0.0
31,Gästgivargränd 9,Täby Centrum,Täby,3800000.0,99.7,Lägenhet,2025-05-29,59.4510935,18.0803786,0.0
32,Lindesnäs 705,Rödön,Uddevalla,3700000.0,88.0,Fritidshus,2025-05-29,58.3498003,11.935649,0.0
33,Plångatan 4,Berghälla,Västervik,2550000.0,160.0,Villa,2025-05-29,57.76621429999999,16.6462009,0.0
0,Oxelgatan 7,Ekhagen,Jönköping,1995000.0,96.0,Lägenhet,2025-05-29,57.7721172,14.2287049,0.0
1,Sandsbackavägen 13,Härryda,,2600000.0,115.0,Villa,2025-05-29,57.6415599,12.3538833,0.0
2,Seglatsgatan 14,Hammarby Sjöstad,Stockholm,4625000.0,54.0,Lägenhet,2025-05-29,59.3046344,18.0898921,0.0
3,Mätarevägen 22,Fjölebro,Kalmar,3685000.0,128.0,Villa,2025-05-29,56.71952,16.3124223,0.0
4,Sunnanväg 6O,Klostergården,Lund,1100000.0,26.4,Lägenhet,2025-05-29,55.6907597,13.181954,0.0
5,Storseglet 25,Vega,Haninge,2710000.0,68.0,Lägenhet,2025-05-29,59.1855005,18.1364731,0.0
6,Farmvägen 27,Frösakull,Halmstad,2325000.0,58.0,Villa,2025-05-29,56.6686505,12.7532914,0.0
7,Danmarks Skolväg 18,Danmark,Uppsala,5350000.0,190.0,Villa,2025-05-29,59.83184120000001,17.7387742,0.0
8,Kaggetorpsvägen 340,Kaggetorp,Trollhättan,2250000.0,114.0,Radhus,2025-05-29,58.2782032,12.3260877,0.0
9,Lackerargränd 12,Centrala Huddinge,Huddinge,1720000.0,34.0,Lägenhet,2025-05-29,59.2328163,17.9902223,0.0
10,Gruvgatan 10,Krylbo,Avesta,850000.0,192.0,Kedjehus,2025-05-29,60.1238615,16.2022151,0.0
11,Styrmansgatan 30,Centrum,Norrköping,1900000.0,82.0,Lägenhet,2025-05-29,58.5908471,16.1966013,0.0
12,Nyängsvägen 11,Grisslehamn,Norrtälje,3000000.0,184.0,Villa,2025-05-29,60.1028303,18.8200819,0.0
13,Lädersättravägen 99,Kallhäll,Järfälla,1625000.0,62.0,Lägenhet,2025-05-29,59.45060619999999,17.8201911,0.0
14,Timmermansgatan 7,Övre Vasastaden,Linköping,1700000.0,47.0,Lägenhet,2025-05-29,58.4186121,15.6120239,0.0
15,Petrigatan 37,Ormesta,Örebro,3200000.0,112.8,Radhus,2025-05-29,59.2587535,15.2673657,0.0
16,Räntmästaregatan 26D,Lunden,Göteborg,2200000.0,51.0,Lägenhet,2025-05-29,57.7125295,12.0128007,0.0
17,Kallebäcksvägen 11B,Kallebäck,Göteborg,2500000.0,59.2,Lägenhet,2025-05-29,57.6846184,12.0099872,0.0
18,Storgatan 70B,Sollefteå,,240000.0,52.0,Lägenhet,2025-05-29,59.3322791,18.0958375,0.0
19,Brynäsgatan 77,Brynäs,Gävle,1400000.0,83.0,Lägenhet,2025-05-29,60.6715271,17.1844072,0.0
20,Ivares väg 1,Vikarbyn,Rättvik,2100000.0,125.0,Villa,2025-05-29,60.9140786,15.0127739,0.0
21,Rasbo-Årsta Ginhammar 50,Rasbo,Uppsala,2610000.0,71.0,Villa,2025-05-29,59.9230074,17.8903364,0.0
22,Sunnanväg 6K,Klostergården,Lund,1550000.0,36.7,Lägenhet,2025-05-29,55.6912487,13.1810467,0.0
23,Januarivägen 12,Sundsbruk,Sundsvall,395000.0,67.5,Lägenhet,2025-05-29,62.4341315,17.3832373,0.0
24,Hagenvägen 49,Kareby,Kungälv,2800000.0,87.0,Parhus,2025-05-29,57.9044177,11.932331,0.0
25,Smedstorp Malmtorp 2,Malmköping,Flen,1300000.0,70.0,Fritidshus,2025-05-29,59.1497879,16.6447741,0.0
26,Spindelvägen 5,Dalsjöfors,Borås,1300000.0,230.0,Villa,2025-05-29,57.72884510000001,13.0989473,0.0
27,Nävesta 915,Nävesta,Örebro,1300000.0,92.0,Villa,2025-05-29,59.37769599999999,15.1776395,0.0
28,Neversvägen 31,Brunnshög,Lund,2195000.0,61.0,Lägenhet,2025-05-29,55.7172089,13.2340634,0.0
29,Tulegatan 18,Sundbyberg/Duvbo,Sundbyberg,7040000.0,84.0,Lägenhet,2025-05-29,59.3657169,17.9741472,0.0
30,Stamvägen 33,Djurängen,Kalmar,1155000.0,55.0,Lägenhet,2025-05-29,56.6887112,16.3244925,0.0
31,Sörskog 132,Njurunda,Sundsvall,2200000.0,74.0,Gård,2025-05-29,62.1615623,17.4596913,0.0
32,Nya Älvegårdsvägen 15,Torslanda,Göteborg,2950000.0,70.0,Lägenhet,2025-05-29,57.7358623,11.7990262,0.0
33,Silvergransgatan 18,Bunkeflostrand,Malmö,6495000.0,142.0,Villa,2025-05-29,55.5554178,12.9280848,0.0
34,Norra Näsvreten 12,Edsbro,Norrtälje,1225000.0,52.0,Fritidshus,2025-05-29,59.8823314,18.4035611,0.0
0,Norra Näsvreten 12,Edsbro,Norrtälje,1225000.0,52.0,Fritidshus,2025-05-29,59.8823314,18.4035611,0.0
1,Sikås Sågbäcksvägen 105,Hammerdal,Strömsund,365000.0,82.0,Villa,2025-05-29,63.6320956,15.2089304,0.0
2,Kubikenborgsgatan 14A,Skönsmon,Sundsvall,875000.0,61.2,Lägenhet,2025-05-29,62.3767964,17.3502027,0.0
3,Palandergatan 21,Hammarbyhöjden,Stockholm,2770000.0,40.0,Lägenhet,2025-05-29,59.296448,18.089198,0.0
4,Torgny Segerstedts Allé 9,Rosendal,Uppsala,1800000.0,38.0,Lägenhet,2025-05-29,59.831546,17.6357688,0.0
5,Täljövikstorget 1,Täljö,Österåker,1800000.0,43.0,Lägenhet,2025-05-29,59.4700586,18.2596289,0.0
6,Inspelsgatan 22,Lanna,Lekeberg,5900000.0,165.0,Villa,2025-05-29,59.2376125,14.8958521,0.0
7,Britasskäret 1,Grisslehamn,Norrtälje,3475000.0,28.0,Fritidshus,2025-05-29,60.12059889999999,18.7922598,0.0
8,Furumovägen 113,Norje,Sölvesborg,1850000.0,196.0,Villa,2025-05-29,56.105996,14.6859691,0.0
9,Peppargatan 48,Södra Ladugårdsängen,Örebro,2415000.0,106.0,Lägenhet,2025-05-29,59.25261579999999,15.2158535,0.0
10,Sturevägen 8B,Huddinge Centrum,Huddinge,1950000.0,42.0,Lägenhet,2025-05-29,59.2342812,17.9988675,0.0
11,Backegårdsgatan 11A,Utby,Göteborg,8500000.0,299.0,Villa,2025-05-29,57.737655,12.0555188,0.0
12,Mårtens väg 5,Kristianstads kommun,Kristianstad,1350000.0,220.0,Villa,2025-05-28,55.994339,14.0831053,0.0
13,Kungsgatan 39A,Centrum,Uppsala,4000000.0,52.0,Lägenhet,2025-05-28,59.86098200000001,17.6391502,0.0
14,Marnavägen 201,Marna,Sundsvall,1075000.0,40.0,Fritidshus,2025-05-28,62.27423220000001,17.4603042,0.0
15,Gröndalsvägen 111,Gröndal,Stockholm,3250000.0,46.0,Lägenhet,2025-05-28,59.31500139999999,17.9991497,0.0
16,Nilssonsberg 4,Linné,Göteborg,8200000.0,101.0,Lägenhet,2025-05-28,57.69411159999999,11.9582525,0.0
17,Orustgatan 14B,Centrum,Göteborg,1815000.0,37.0,Lägenhet,2025-05-28,57.6842392,11.908375,0.0
