index,street_name,area,city,price,size,type,date,lat,lng,alt
18,Marnavägen 201,Sundsvalls kommun,Sundsvall,1075000.0,40.0,Villa,2025-05-28,62.27423220000001,17.4603042,0.0
19,Torggatan 8A,Bara,Svedala,1850000.0,58.0,Lägenhet,2025-05-28,55.5791798,13.1779822,0.0
20,Mittvägen 1H,Bergsätra,Lidingö,2300000.0,37.0,Lägenhet,2025-05-28,59.3465742,18.1614083,0.0
21,Kommendörsgatan 33A,Östermalm,Stockholm,3875000.0,20.0,Lägenhet,2025-05-28,59.3374302,18.0862975,0.0
22,Smedstugugatan 14,Haga,Norrköping,1300000.0,76.0,Lägenhet,2025-05-28,58.598786,16.154759,0.0
23,Tomtebogatan 38,Vasastan,Stockholm,12600000.0,94.0,Lägenhet,2025-05-28,59.34217820000001,18.0286453,0.0
24,Flintlåsvägen 28,Edsberg,Sollentuna,2000000.0,76.5,Lägenhet,2025-05-28,59.4491808,17.9639114,0.0
25,Sysslomansgatan 14,Kungsholmen,Stockholm,4550000.0,35.0,Lägenhet,2025-05-28,59.3313391,18.0254748,0.0
26,Limhamnsvägen 12C,Ribersborg,Malmö,4650000.0,74.0,Lägenhet,2025-05-28,55.6027806,12.9754732,0.0
27,Marbäcksgatan 41,Marbäck,Svedala,2150000.0,110.0,Parhus,2025-05-28,55.5128154,13.2458886,0.0
28,Fäbodvallshararna 205,Vallvik,Söderhamn,650000.0,108.0,Fritidshus,2025-05-28,61.191788,17.1765541,0.0
29,Anders Hindriksgatan 14B,Vilhelmsro,Falköping,2700000.0,82.0,Villa,2025-05-28,58.1549957,13.5596053,0.0
30,Torbjörn Klockares gata 4,Vasastan,Stockholm,4400000.0,36.0,Lägenhet,2025-05-28,59.34450469999999,18.033905,0.0
31,Stinsvägen 2A,Tillberga,Västerås,1600000.0,107.0,Radhus,2025-05-28,59.6876948,16.6256675,0.0
32,Fannydalsplatån 24,Fannydal,Nacka,10800000.0,134.0,Radhus,2025-05-28,59.3031647,18.1779316,0.0
33,Västra Torggatan 3,Centrum,Jokkmokk,950000.0,57.0,Villa,2025-05-28,66.6035591,19.8316918,0.0
34,Fyrvaktarkroken 40,Blåsut,Stockholm,6550000.0,94.0,Lägenhet,2025-05-28,59.2907009,18.0927596,0.0
0,Erik Segersälls väg 18,Aspudden,Stockholm,2700000.0,33.0,Lägenhet,2025-05-28,59.3072881,18.0002327,0.0
1,Sjöfartsgatan 14,Hammarby Sjöstad,Stockholm,10000000.0,103.0,Lägenhet,2025-05-28,59.30354649999999,18.0894094,0.0
2,Kringelhejdevägen 19,Falsterbo,Vellinge,7950000.0,195.0,Villa,2025-05-28,55.40126799999999,12.8421329,0.0
3,Syrenvägen 128,Gryta,Västerås,1700000.0,70.0,Lägenhet,2025-05-28,59.64886319999999,16.5450605,0.0
4,Bovägen 20,Gärde,Lidingö,14750000.0,166.0,Radhus,2025-05-28,59.37426910000001,18.1543592,0.0
5,Filipstadsbacken 36,Farsta,Stockholm,2950000.0,72.0,Lägenhet,2025-05-28,59.23951570000001,18.1047671,0.0
6,Södra Rådmansgatan 29A,Söder,Gävle,1300000.0,66.5,Lägenhet,2025-05-28,60.66860569999999,17.1518389,0.0
7,Norra Hamnplan 9A,Färjestadens Hamn,Mörbylånga,3100000.0,109.0,Lägenhet,2025-05-28,56.6521877,16.4660726,0.0
8,Lövgatan 62,Råsunda,Solna,3040000.0,37.0,Lägenhet,2025-05-28,59.36370379999999,17.9808005,0.0
9,Ankdammsgatan 28,Skytteholm,Solna,4300000.0,76.0,Lägenhet,2025-05-28,59.3555264,17.9933864,0.0
10,Sveagatan 11,Linné,Göteborg,6500000.0,86.9,Lägenhet,2025-05-28,57.6941455,11.9536818,0.0
11,Möregatan 10,Södermalm,Stockholm,3320000.0,29.0,Lägenhet,2025-05-28,59.3115736,18.0698636,0.0
12,Claesgatan 2D,Möllevången,Malmö,2475000.0,52.0,Lägenhet,2025-05-28,55.5909433,13.0086748,0.0
13,Centralvägen 25,Näsbypark Sjösidan,Täby,17800000.0,248.0,Villa,2025-05-28,59.4298173,18.0976546,0.0
14,Bergsgatan 35,Kungsholmen,Stockholm,12000000.0,82.0,Lägenhet,2025-05-28,59.3304085,18.0390523,0.0
15,Skogsvägen 15,Virsbo,Surahammar,1015000.0,133.0,Villa,2025-05-28,59.7118359,16.2255034,0.0
16,Wivalliusgatan 13,Kungsholmen,Stockholm,4625000.0,31.0,Lägenhet,2025-05-28,59.3256163,18.014435,0.0
17,Ingrid Bergmans väg 11,Gamla Filmstaden,Solna,6690000.0,86.0,Lägenhet,2025-05-28,59.3670151,17.9807568,0.0
18,Övrarp Odinslund 1,Dalsjöfors,Borås,2095000.0,177.0,Villa,2025-05-28,57.7066536,13.128142,0.0
19,Bergsgatan 27A,Kungsholmen,Stockholm,3500000.0,33.0,Lägenhet,2025-05-28,59.32993210000001,18.0407875,0.0
20,Utjordsgatan 9B,Kålltorp,Göteborg,9650000.0,168.0,Radhus,2025-05-28,57.7123404,12.0209045,0.0
21,Bondegatan 24,Södermalm,Stockholm,4625000.0,44.0,Lägenhet,2025-05-28,59.3128192,18.0795307,0.0
22,Vasagatan 25,Vasastaden,Skövde,3000000.0,114.5,Lägenhet,2025-05-28,58.385744,13.838415,0.0
23,Guldbrandsgatan 4,Trandared,Borås,795000.0,55.0,Lägenhet,2025-05-28,57.7068998,12.9672557,0.0
24,Roslins väg 14B,Ribersborg,Malmö,3750000.0,78.0,Lägenhet,2025-05-28,55.6009807,12.9783941,0.0
25,Appellstigen 6,Mellersta Gotland,Gotland,2300000.0,64.0,Lägenhet,2025-05-28,57.6241933,18.2805572,0.0
26,Hornsgatan 90,Mariatorget,Stockholm,9900000.0,84.0,Lägenhet,2025-05-28,59.31790399999999,18.0531672,0.0
27,Tångvägen 24,Hökmossen,Stockholm,2675000.0,42.5,Lägenhet,2025-05-28,59.293232,17.9958429,0.0
28,Rapsgatan 3,Södermalm,Stockholm,12600000.0,89.0,Lägenhet,2025-05-28,59.306811,18.0634905,0.0
29,Flintbacken 6,Södermalm,Stockholm,3100000.0,36.0,Lägenhet,2025-05-28,59.31040170000001,18.0506169,0.0
30,Påskrisgatan 16,Västra Frölunda,Göteborg,8880000.0,251.0,Villa,2025-05-28,57.6627275,11.8761926,0.0
31,Östsvängen 1C,Valla,Linköping,1695000.0,40.0,Lägenhet,2025-05-28,58.4081475,15.5951189,0.0
32,Torsgatan 54,Vasastan,Stockholm,13200000.0,109.0,Lägenhet,2025-05-28,59.3429764,18.0366256,0.0
33,Idungatan 6,Vasastan,Stockholm,7800000.0,70.0,Lägenhet,2025-05-28,59.3482968,18.0474685,0.0
34,Geijersgatan 13B,Luthagen,Uppsala,2600000.0,55.0,Lägenhet,2025-05-28,59.863539,17.6221866,0.0
0,Birkagatan 25,Birkastan,Stockholm,5495000.0,42.0,Lägenhet,2025-05-28,59.3408805,18.0349549,0.0
1,Tallundsgatan 15,Visby,Gotland,1495000.0,41.0,Lägenhet,2025-05-28,57.62822099999999,18.2885008,0.0
2,Pionvägen 202,Valla,Linköping,100000.0,16.0,Fritidshus,2025-05-28,58.41080700000001,15.6213727,0.0
3,Murklevägen 72,Enskede,Stockholm,12850000.0,129.0,Villa,2025-05-28,59.28040309999999,18.0809111,0.0
4,Dansörgatan 8,Hyllie,Malmö,1575000.0,78.5,Lägenhet,2025-05-28,55.5611244,12.9868492,0.0
5,Ektorpsgatan 164,Kaffebacken,Norrköping,1495000.0,83.0,Lägenhet,2025-05-28,58.57631199999999,16.175576,0.0
6,Abborrvägen 20,Viksjö Hummelmora,Järfälla,5550000.0,150.0,Villa,2025-05-28,59.4091154,17.7948516,0.0
7,Ankares väg 9,Båtsmanstorpet,Härryda,3500000.0,117.5,Radhus,2025-05-28,57.6465162,12.1114537,0.0
8,Rangstagatan 18,Högdalen,Stockholm,4100000.0,85.0,Lägenhet,2025-05-28,59.2653591,18.0409557,0.0
9,Ängsbacken 1,Björknäs,Nacka,2200000.0,54.7,Lägenhet,2025-05-28,59.31627779999999,18.2323902,0.0
10,Linnégatan 37B,Centrum,Göteborg,4100000.0,37.0,Lägenhet,2025-05-28,57.6945239,11.9513728,0.0
11,Jaktvägen 13B,Svinninge,Österåker,4750000.0,132.0,Parhus,2025-05-28,59.44484730000001,18.3007725,0.0
12,Saltängsvägen 18,Duvnäs,Nacka,18250000.0,250.0,Villa,2025-05-28,59.3075801,18.2096451,0.0
13,Kocksgatan 32,Södermalm Katarina,Stockholm,6400000.0,59.0,Lägenhet,2025-05-28,59.31417870000001,18.0794677,0.0
14,Högbergsgatan 22,Södermalm Katarina,Stockholm,3040000.0,24.0,Lägenhet,2025-05-28,59.3172436,18.0765957,0.0
15,Katarina Bangata 57,Södermalm,Stockholm,7700000.0,65.0,Lägenhet,2025-05-28,59.3095337,18.0870756,0.0
16,Regementsgatan 62,Slottsstaden,Malmö,10700000.0,202.0,Lägenhet,2025-05-28,55.59838509999999,12.9812848,0.0
17,Alhammar 17,Alhammar,Ulricehamn,1495000.0,49.0,Fritidshus,2025-05-28,57.7368943,13.3721786,0.0
18,Bokstigen 4,Skivarp,Skurup,3895000.0,238.0,Villa,2025-05-28,55.4213669,13.5704324,0.0
19,Kulladalsvägen 25A,Vaxön,Vaxholm,3500000.0,69.0,Lägenhet,2025-05-28,59.40795409999999,18.3117014,0.0
20,Nybodagatan 5,Skytteholm,Solna,3825000.0,77.0,Lägenhet,2025-05-28,59.35704080000001,17.9915014,0.0
21,Hästbacken 2,Trångsund,Huddinge,1500000.0,43.5,Lägenhet,2025-05-28,59.23117800000001,18.1343937,0.0
22,Sankt Jörgens väg 12A,Hisings Backa,Göteborg,2240000.0,57.0,Lägenhet,2025-05-28,57.74894759999999,11.9521921,0.0
23,Filarvägen 3,Kallhäll,Järfälla,2510000.0,69.5,Lägenhet,2025-05-28,59.4575158,17.8032771,0.0
24,Olaus Magnus väg 46,Hammarbyhöjden,Stockholm,2400000.0,39.0,Lägenhet,2025-05-28,59.29665629999999,18.0935495,0.0
25,Instrumentvägen 26,Örnsberg,Stockholm,6440000.0,74.0,Lägenhet,2025-05-28,59.3071491,17.9839854,0.0
26,Siloplatsen 8,Kvarnholmen,Nacka,6695000.0,78.0,Lägenhet,2025-05-28,59.31718189999999,18.1418299,0.0
27,Gustav III:s Boulevard 23,Frösunda,Solna,5790000.0,93.5,Lägenhet,2025-05-28,59.3690699,18.0160689,0.0
28,Meijerfeldts väg 33,Näsbypark,Täby,9000000.0,109.0,Parhus,2025-05-28,59.42798790000001,18.0767131,0.0
29,Fågelbacksgatan 6G,Fågelbacken,Malmö,3650000.0,88.5,Lägenhet,2025-05-28,55.5966167,12.987183,0.0
30,Fredåsgatan 12C,Krokslätt,Mölndal,2610000.0,79.0,Lägenhet,2025-05-28,57.67476420000001,12.0065709,0.0
31,Damastvägen 8,Bromma,Stockholm,2650000.0,41.0,Lägenhet,2025-05-28,59.3407033,17.9439257,0.0
32,Erstaviksvägen 3,Älta Gård,Nacka,7680000.0,183.0,Villa,2025-05-28,59.26162719999999,18.1859089,0.0
33,Lilla Sällskapets väg 117,Bredäng,Stockholm,5600000.0,158.0,Radhus,2025-05-28,59.2908078,17.9438305,0.0
0,Idrottsgatan 14,Svartbäcken,Uppsala,3392000.0,100.2,Lägenhet,2025-05-28,59.87344839999999,17.6242283,0.0
1,Stenstrykaregatan 6,Solbacken,Ystad,1200000.0,60.0,Lägenhet,2025-05-28,55.4360174,13.8127737,0.0
2,Anbudsvägen 133,Erikslund,Täby,5200000.0,128.0,Parhus,2025-05-28,59.46342689999999,18.0449091,0.0
3,Frötunagatan 13B,Grossgärdet,Norrtälje,1500000.0,78.6,Lägenhet,2025-05-28,59.753688,18.689462,0.0
4,Gibraltargatan 58,Johanneberg,Göteborg,3075000.0,48.0,Lägenhet,2025-05-28,57.68722619999999,11.9829577,0.0
5,Bastugatan 33,Mariaberget,Stockholm,5200000.0,48.4,Lägenhet,2025-05-28,59.32000549999999,18.0600671,0.0
6,Solstrandsvägen 13,Prästeryd,Alingsås,5500000.0,179.0,Villa,2025-05-28,57.91806440000001,12.5379757,0.0
7,Dragongatan 6B,Kronan,Luleå,2250000.0,70.0,Lägenhet,2025-05-28,65.5949194,22.1973533,0.0
8,Aroniavägen 64,Tölö,Kungsbacka,6900000.0,184.0,Parhus,2025-05-28,57.50217420000001,12.0952752,0.0
9,Hagåkersgatan 20,Bosgården,Mölndal,1935000.0,64.0,Lägenhet,2025-05-28,57.66279650000001,12.0046764,0.0
10,Sågargatan 14,Södermalm Sofia,Stockholm,3640000.0,27.0,Lägenhet,2025-05-28,59.3142659,18.0911912,0.0
11,Hagagatan 11,Vasastan,Stockholm,10995000.0,101.0,Lägenhet,2025-05-28,59.3447352,18.0519118,0.0
12,Läckövägen 35,Hammarbyhöjden,Stockholm,3000000.0,41.0,Lägenhet,2025-05-28,59.2964346,18.1127343,0.0
13,Henrik Gjutares gata 32C,Norrmalm,Skövde,1350000.0,51.0,Lägenhet,2025-05-28,58.4003496,13.84653,0.0
14,Västra Ringgatan 15C,Centralt,Enköping,1550000.0,61.5,Lägenhet,2025-05-28,59.636919,17.0774198,0.0
15,Rådjursstigen 10,Björknäs,Nacka,16600000.0,182.0,Villa,2025-05-28,59.323426,18.2362708,0.0
16,Sandfjärdsgatan 94,Årsta,Stockholm,3300000.0,77.0,Lägenhet,2025-05-28,59.2931466,18.0505224,0.0
17,Sunnanväg 18L,Klostergården,Lund,2090000.0,78.5,Lägenhet,2025-05-28,55.6914904,13.1743004,0.0
18,Pråmvägen 4C,Ekerö Centrum,Ekerö,3150000.0,76.5,Lägenhet,2025-05-28,59.2912141,17.8145937,0.0
19,Slamstensgatan 61,Limhamn,Malmö,6000000.0,132.0,Kedjehus,2025-05-28,55.574378,12.9148072,0.0
20,Allégatan 16,Örnabäckshult,Hylte,1350000.0,220.0,Villa,2025-05-28,57.005996,13.2450525,0.0
21,Ankarskatavägen 52,Djupviken,Piteå,1725000.0,192.0,Villa,2025-05-28,65.3299313,21.4847375,0.0
22,Rindögatan 17,Gärdet,Stockholm,4865000.0,45.0,Lägenhet,2025-05-28,59.34677860000001,18.09652,0.0
23,Sundkarlsbacken 5B,Centralt,Strängnäs,2550000.0,70.0,Lägenhet,2025-05-28,59.37787019999999,17.0357858,0.0
24,Ibsengatan 66,Bromma,Stockholm,4200000.0,84.0,Lägenhet,2025-05-28,59.35027669999999,17.8771328,0.0
25,Tulkavägen 185,Tulka,Norrtälje,480000.0,37.0,Fritidshus,2025-05-28,60.0904867,18.6061657,0.0
26,Hagby Nyborg 319,Vänge,Uppsala,6650000.0,110.0,Gård,2025-05-28,59.6525668,16.9737505,0.0
27,Klarbärsvägen 4,Killinge,Lidingö,15250000.0,260.0,Villa,2025-05-28,59.35540750000001,18.2086033,0.0
28,Fredriksdalsvägen 1B,Villastaden,Gävle,4450000.0,160.0,Parhus,2025-05-28,60.66805530000001,17.1236834,0.0
29,Sjöbo Sommarstad 43,Sjöbo,Borås,610000.0,60.0,Fritidshus,2025-05-28,57.75889669999999,12.9439542,0.0
30,Maltesholmsvägen 170,Hässelby Strand,Stockholm,3950000.0,129.0,Lägenhet,2025-05-28,59.3585915,17.833227,0.0
31,Konvaljegatan 3,Östhammar,,1975000.0,230.0,Villa,2025-05-28,59.50092269999999,15.9683526,0.0
32,Krogtäppan 188,Jordbro,Haninge,2800000.0,123.0,Villa,2025-05-28,59.1479611,18.1432733,0.0
33,Stibyvägen 180,Stiby,Sölvesborg,1475000.0,95.0,Fritidshus,2025-05-28,56.0171115,14.6774689,0.0
34,Värtavägen 39,Gärdet,Stockholm,9700000.0,95.0,Lägenhet,2025-05-28,59.3432656,18.0989571,0.0
0,Fållnäsgatan 23,Svedmyra,Stockholm,11980000.0,159.0,Villa,2025-05-28,59.2759233,18.0715427,0.0
1,Ejderdunsvägen 14,Barnviksnäs,Värmdö,5500000.0,71.0,Fritidshus,2025-05-28,59.2812533,18.5032634,0.0
2,Brännkyrkagatan 88,Södermalm,Stockholm,4900000.0,49.0,Lägenhet,2025-05-28,59.3179633,18.0488066,0.0
3,Rödkullastigen 6C,Almhög,Malmö,870000.0,58.0,Lägenhet,2025-05-28,55.5757389,13.0196453,0.0
4,Lyr-Röd 450,Lyr,Orust,3400000.0,71.0,Fritidshus,2025-05-28,58.0932633,11.513216,0.0
5,Odensvigatan 3,Malmaberg,Västerås,900000.0,62.5,Lägenhet,2025-05-28,59.62292100000001,16.5980465,0.0
6,Linkelösa Fridhem 1,Björkeberg,Linköping,3600000.0,78.0,Villa,2025-05-28,58.3656914,15.6852561,0.0
7,Reenstiernagatan 90,Eneby,Norrköping,1625000.0,65.5,Lägenhet,2025-05-28,58.6056292,16.1421017,0.0
8,Källgatan 13,Djurgården,Åtvidaberg,1695000.0,174.0,Villa,2025-05-28,58.19373419999999,16.0040765,0.0
9,Industrigatan 10,Kungsholmen,Stockholm,4080000.0,36.0,Lägenhet,2025-05-28,59.3371218,18.0297636,0.0
10,Parkgatan 6A,Kungsholmen,Stockholm,4250000.0,35.0,Lägenhet,2025-05-28,59.3334299,18.0369948,0.0
11,Utsikten 6,Ingarö,Värmdö,6800000.0,146.0,Villa,2025-05-28,59.2818426,18.4415432,0.0
12,Ramshallsvägen 16,Västkusten,Laholm,1450000.0,125.0,Villa,2025-05-28,56.5556559,13.0569096,0.0
13,Lunden 106,Ucklum,Stenungsund,3400000.0,48.0,Fritidshus,2025-05-28,58.0727024,12.0243263,0.0
14,Magister Nilssons väg 2A,Adolfsberg,Örebro,4200000.0,115.0,Villa,2025-05-28,59.2384856,15.1716035,0.0
15,Optikvägen 5,Dalénum,Lidingö,9100000.0,109.0,Lägenhet,2025-05-28,59.34344040000001,18.1584084,0.0
16,Borgs väg 6,Mörlunda,Hultsfred,700000.0,229.0,Villa,2025-05-28,57.3176918,15.8629267,0.0
17,Landshövdingegatan 32C,Krokslätt,Mölndal,3500000.0,72.0,Lägenhet,2025-05-28,57.674524,11.9947275,0.0
18,Gothem Botvaldevik 584,Gothem,Gotland,1130000.0,47.0,Fritidshus,2025-05-28,57.5879643,18.7878067,0.0
19,Skedvi-Moren 30,Stora Skedvi,Säter,550000.0,45.0,Villa,2025-05-28,60.4592288,15.7969567,0.0
20,Stenhagsvägen 134,Blästad,Linköping,2200000.0,92.5,Radhus,2025-05-28,58.3746963,15.676802,0.0
21,Harka Strandväg 36,Harka,Norrtälje,5800000.0,105.0,Fritidshus,2025-05-28,59.75741089999999,18.7721079,0.0
22,Hedvägen 2,Madesjö,Nybro,1525000.0,301.0,Villa,2025-05-28,56.7497081,15.8747572,0.0
23,Majorsgatan 69,Skåne,Svalöv,1360000.0,117.0,Radhus,2025-05-28,55.9213603,13.1033694,0.0
24,Askims Domarringsväg 170,Sisjön,Göteborg,6200000.0,182.0,Villa,2025-05-28,57.6344448,11.9582538,0.0
25,Fornkullegatan 6A,Gräshagen,Jönköping,1700000.0,53.0,Lägenhet,2025-05-28,57.76323649999999,14.1334233,0.0
26,Nabbuddsvägen 1,Eskilstuna,,4400000.0,125.0,Villa,2025-05-28,59.44418890000001,16.5601357,0.0
27,Betesgatan 26,Ytterby,Kungälv,6695000.0,167.0,Villa,2025-05-28,57.85878799999999,11.8915813,0.0
28,Rya Ängaväg 55,Rydebäck,Helsingborg,4115000.0,89.0,Villa,2025-05-28,55.9785866,12.7658528,0.0
29,Friggs väg 28,Kolla,Kungsbacka,4980000.0,100.0,Villa,2025-05-28,57.4833235,12.0601949,0.0
30,Arkitektgatan 29,Södertorp,Malmö,2600000.0,101.0,Lägenhet,2025-05-28,55.5793978,12.994162,0.0
31,Järnvägsgatan 70,Sundbyberg Centrum,Sundbyberg,3350000.0,48.0,Lägenhet,2025-05-28,59.365244,17.9588184,0.0
32,Marsvägen 11A,Trollbäcken,Tyresö,4500000.0,170.0,Villa,2025-05-28,59.2261684,18.2237279,0.0
33,Vaksala Rörby 133A,Slavsta,Uppsala,6995000.0,190.0,Villa,2025-05-28,59.8607246,17.7166683,0.0
34,Sjögatan 14D,Falsterbo,Vellinge,19500000.0,192.0,Lägenhet,2025-05-28,55.3883261,12.8363116,0.0
0,Tranåskvarnsgatan 10A,Centrum,Tranås,860000.0,58.5,Lägenhet,2025-05-28,58.035518,14.975696,0.0
1,Krutvaktargränd 4,Körfältet,Östersund,870000.0,84.0,Lägenhet,2025-05-28,63.1777319,14.6797098,0.0
2,Fogdegatan 3,Norra Borstahusen,Landskrona,3500000.0,114.0,Radhus,2025-05-28,55.901484,12.8237137,0.0
3,Birger Jarlsgatan 95A,Vasastan Östermalm,Stockholm,7300000.0,62.0,Lägenhet,2025-05-28,59.3470591,18.0603177,0.0
4,Östra Ånäsgatan 6,Brännås,Mölndal,6625000.0,204.0,Villa,2025-05-28,57.6474793,12.0267637,0.0
5,Nätholmsvägen 76,Västanvik,Motala,2675000.0,125.0,Villa,2025-05-28,58.68138030000001,14.9288376,0.0
6,Stensövägen 18,Älta,Nacka,2250000.0,47.0,Lägenhet,2025-05-28,59.25922970000001,18.1753938,0.0
7,Söderlingsgatan 18,Söder,Tranås,2300000.0,178.0,Villa,2025-05-28,58.0237139,14.9673758,0.0
8,Rappedalsvägen 57D,Angered,Göteborg,1460000.0,81.5,Lägenhet,2025-05-28,57.80118760000001,12.0565704,0.0
9,Falsterbovägen 8,Björkhagen,Stockholm,4900000.0,63.5,Lägenhet,2025-05-28,59.2910579,18.1142074,0.0
10,Postiljonsgatan 10,Björkhaga,Örebro,3550000.0,133.0,Villa,2025-05-28,59.2855916,15.1525626,0.0
11,Färgargränd 33,Lugnvik,Östersund,785000.0,64.0,Lägenhet,2025-05-28,63.20762229999999,14.6311079,0.0
12,Hagby 20,Skultuna,Västerås,2895000.0,191.0,Villa,2025-05-28,59.8037212,16.4336289,0.0
13,Smedbygatan 15F,Götafors,Vaggeryd,970000.0,115.0,Lägenhet,2025-05-28,57.4881256,14.1268633,0.0
14,Kvarnbygatan 47,Kvarnbyn,Mölndal,3795000.0,78.0,Lägenhet,2025-05-28,57.6577749,12.0300013,0.0
15,Almunge-Gränby 439,Almunge,Uppsala,1970000.0,106.0,Fritidshus,2025-05-28,59.86407829999999,18.1527685,0.0
16,Vaksala Kyrkväg 21,Årsta,Uppsala,4600000.0,117.0,Radhus,2025-05-28,59.8779104,17.6852253,0.0
17,Granstigen 1,Gusum,Valdemarsvik,1695000.0,168.0,Villa,2025-05-28,58.2720282,16.5065583,0.0
18,Norrskensgatan 7B,Ödåkra,Helsingborg,5195000.0,191.0,Villa,2025-05-28,56.10053389999999,12.759782,0.0
19,Båtsman Långs gata 8,Hisings Backa,Göteborg,5050000.0,136.0,Radhus,2025-05-28,57.76371849999999,11.9693,0.0
20,Gävlevägen 36,Tierp,,2250000.0,208.0,Villa,2025-05-28,60.343272,17.509997,0.0
21,Sundsliden 7,Hittarp,Helsingborg,8895000.0,244.0,Villa,2025-05-28,56.09657619999999,12.6411299,0.0
22,Lilla Myrekärrsvägen 42,Kärrdalen,Göteborg,4300000.0,94.0,Villa,2025-05-28,57.7425313,11.9209528,0.0
23,Knutsbergsvägen 7,Brattberget,Arboga,2425000.0,138.0,Villa,2025-05-28,59.3775977,15.8471611,0.0
24,Huvudstagatan 13,Gamla Huvudsta,Solna,4200000.0,79.0,Lägenhet,2025-05-28,59.3528984,17.9973771,0.0
25,Lilla Lunnekullen,Ransberg,Tibro,3790000.0,138.0,Villa,2025-05-28,58.459703,14.262154,0.0
26,Ringduvegatan 19,Råby,Västerås,595000.0,82.0,Lägenhet,2025-05-28,59.61059969999999,16.4996208,0.0
27,Bäckaskogsplan 14,Gnosjö,,300000.0,100.0,Villa,2025-05-28,57.3498169,13.7409276,0.0
28,Törnskärsgatan 2B,Fågelbacken,Malmö,2400000.0,50.0,Lägenhet,2025-05-28,55.59621809999999,12.9851945,0.0
29,Luthagsesplanaden 12B,Luthagen,Uppsala,7950000.0,194.0,Lägenhet,2025-05-28,59.863476,17.6241829,0.0
30,Strålsjövägen 29,Älta,Nacka,8700000.0,163.0,Villa,2025-05-28,59.264858,18.1984981,0.0
31,Annedalsgatan 57,Sockerbruksområdet,Svedala,3850000.0,148.0,Kedjehus,2025-05-28,55.5089682,13.2452563,0.0
32,Haråsgatan 15,Majorna,Göteborg,2275000.0,38.1,Lägenhet,2025-05-28,57.6943667,11.93078,0.0
33,Vidars väg 10,Kolla,Kungsbacka,4300000.0,110.0,Lägenhet,2025-05-28,57.48271639999999,12.0606179,0.0
34,Hagbynäsvägen 9,Hagbynäs,Kalmar,4700000.0,151.0,Villa,2025-05-28,56.6660993,16.3070351,0.0
0,Törnsångaregatan 4,Hisings Backa,Göteborg,5450000.0,145.0,Villa,2025-05-28,57.7387001,11.9624962,0.0
1,Pärlvägen 9,Öllsjö,Kristianstad,2575000.0,120.0,Villa,2025-05-28,56.0092898,14.0977688,0.0
2,Tegane Björken 1,Ärtemark,Bengtsfors,1300000.0,212.0,Gård,2025-05-28,58.92307880000001,12.3443205,0.0
3,Ulvseke 5,Björklinge,Uppsala,2900000.0,160.0,Villa,2025-05-28,60.0027047,17.4646696,0.0
4,Bohusgatan 22,Centrum,Göteborg,3375000.0,62.0,Lägenhet,2025-05-28,57.7045603,11.9822892,0.0
5,Strand 26,Ärtemark,Bengtsfors,2250000.0,80.0,Villa,2025-05-28,59.0014489,11.1460482,0.0
6,Nyköpingsvägen 572,Kolmården,Norrköping,595000.0,49.0,Fritidshus,2025-05-28,58.6975606,16.355971,0.0
7,Eriksvägen 39,Duvbo,Sundbyberg,14750000.0,199.0,Villa,2025-05-28,59.3742812,17.9543298,0.0
8,Vigelsjövägen 4B,Vigelsjö,Norrtälje,1495000.0,66.8,Lägenhet,2025-05-28,59.76193439999999,18.6840357,0.0
9,Selmedalsvägen 2,Hägerstenshamnen/Örnsberg/Axelsberg,Stockholm,6000000.0,79.0,Lägenhet,2025-05-28,59.3060491,17.9803866,0.0
10,Kornettsgatan 4,Norrevång,Svalöv,2995000.0,165.0,Villa,2025-05-28,55.9168497,13.0995144,0.0
11,Klubbegatan 10B,Håkanstorp,Malmö,1395000.0,70.0,Lägenhet,2025-05-28,55.5982652,13.0393836,0.0
12,Albert Landbergs gränd 68,Hässelby Villastad,Stockholm,3550000.0,109.0,Radhus,2025-05-28,59.37478879999999,17.817128,0.0
13,Pontongränd 17,Hägernäs Strand,Täby,5250000.0,100.0,Lägenhet,2025-05-28,59.44722059999999,18.1345225,0.0
14,Mårbackavägen 9C,Ekeby,Karlskoga,400000.0,58.0,Lägenhet,2025-05-28,59.3247911,14.5000094,0.0
15,Hammarbygatan 5A,Oxbacken,Västerås,2960000.0,115.5,Lägenhet,2025-05-28,59.606255,16.5298689,0.0
16,Björstorp 54,Björstorp,Karlsborg,2650000.0,87.0,Villa,2025-05-28,58.6645519,14.3501842,0.0
17,Fyrmästaregången 16,Masthugget,Göteborg,4700000.0,74.0,Lägenhet,2025-05-28,57.69698289999999,11.9414844,0.0
18,Gösta Berlings väg 37,Ekeby,Karlskoga,450000.0,65.0,Lägenhet,2025-05-28,59.3239379,14.4901568,0.0
19,Timmerbacksvägen 10,Vittinge,Heby,2350000.0,120.0,Villa,2025-05-28,59.9016181,17.0590312,0.0
20,Mjölnarvägen 22,Kvarnholmen,Nacka,4825000.0,57.0,Lägenhet,2025-05-28,59.3176201,18.1400556,0.0
21,Näsbydalsvägen 14,Näsbydal,Täby,2900000.0,79.5,Lägenhet,2025-05-28,59.4375981,18.0667464,0.0
22,Imatragatan 188,Akalla Trädgårdsstad,Stockholm,1800000.0,57.5,Radhus,2025-05-28,59.4119285,17.9171074,0.0
